time_day,injected_pv,oil_rate_m3_day,water_rate_m3_day,liquid_rate_m3_day,water_cut,cumulative_oil_m3,cumulative_water_m3,recovery_factor,injector_bhp_mpa,producer_bhp_mpa
0.1,9.999999999999998e-5,41.8505202198642,1.0746218541125743,42.92514207397677,0.02503478852232059,0.0,0.0,0.0,22.065724485516498,18.0
1.0,0.0009999999999999998,44.98995547001416,0.0002936000328913768,44.99024907004705,6.525859246394915e-6,39.07821406044526,0.4837119543654596,0.0012211941893889142,23.968914895301502,18.0
11.0,0.010999999999999998,47.055752368516416,5.9116861853509866e-5,47.05581148537827,1.25631372592266e-6,499.3067532530981,0.48547553883918404,0.015603336039159314,24.18489362116114,18.0
21.0,0.020999999999999998,47.05621461637565,5.903122664952395e-5,47.056273647602296,1.2544815403701612e-6,969.8665881775585,0.4860662792816992,0.030308330880548694,24.17264117528536,18.0
31.0,0.030999999999999993,47.05659841125585,5.894555398792531e-5,47.056657356809836,1.2526506832171956e-6,1440.430653315716,0.48665616318488647,0.04501345791611611,24.149214873824825,18.0
41.0,0.040999999999999995,47.05673419996558,5.8859591921261125e-5,47.056793059557506,1.2508202980761011e-6,1910.9973163718232,0.4872451889144324,0.05971866613661946,24.12084527232973,18.0
51.0,0.05099999999999999,47.056929768234795,5.8773698235609814e-5,47.05698854193303,1.2489897899700039e-6,2381.565636212825,0.48783335536521677,0.07442392613165077,24.08974842171701,18.0
61.0,0.06099999999999999,47.057219593383806,5.868791177259008e-5,47.05727828129558,1.247159077534611e-6,2852.1363830209184,0.48842066341525775,0.08912926196940368,24.056800014373973,18.0
71.0,0.071,47.05748257042297,5.860209252035191e-5,47.05754117251549,1.2453284013610797e-6,3322.709893839952,0.4890071134367225,0.10383468418249849,24.022556852422323,18.0
81.0,0.08099999999999999,47.05775386895514,5.85162811043434e-5,47.05781238523625,1.2434976922705846e-6,3793.2860760368426,0.48959270530484594,0.11854018987615131,23.987306884813474,18.0
91.0,0.09099999999999998,47.057996819514166,5.843043538178508e-5,47.05805524994955,1.2416670232424814e-6,4263.864829479189,0.4901774388872766,0.13324577592122464,23.951297041342755,18.0
101.0,0.10099999999999998,47.05829319499063,5.834464918552183e-5,47.058351539639816,1.239836230480257e-6,4734.446279551713,0.49076131431011316,0.147951446235991,23.914664927033566,18.0
111.0,0.11099999999999997,47.05858374214689,5.825885433904363e-5,47.058642001001225,1.2380054302842846e-6,5205.030664237401,0.491344331827736,0.16265720825741872,23.877509308273442,18.0
121.0,0.12099999999999998,47.05886160910716,5.817304306751726e-5,47.05891978215023,1.2361746367493692e-6,5675.617890993671,0.49192649131476884,0.17736305909355216,23.839915471081518,18.0
131.0,0.13099999999999998,47.05909002093978,5.808717366976051e-5,47.05914810811345,1.2343439268452403e-6,6146.207649143906,0.4925077923984552,0.192068989035747,23.801954847803216,18.0
141.0,0.141,47.05954829742942,5.8001564044975124e-5,47.059606298993465,1.2325127345193215e-6,6616.800840735752,0.4930882360870289,0.2067750262729922,23.76367642436747,18.0
151.0,0.15099999999999997,47.05973581086636,5.791564397509467e-5,47.059793726510335,1.2306820618822405e-6,7087.39726127723,0.49366782212712923,0.2214811644149134,23.72509730434857,18.0
161.0,0.16099999999999998,47.060023531546925,5.7829836271560686e-5,47.0600813613832,1.2288511748943763e-6,7557.996057989297,0.4942465495283625,0.23618737681216548,23.686269581160534,18.0
