i,j,k,x_m,y_m,depth_m,Sw,So,permeability_md
1,1,1,5.0,5.0,0.5,0.7156219893274328,0.2843780106725672,909.090909090909
2,1,1,15.0,5.0,0.5,0.709666139846064,0.29033386015393603,909.090909090909
3,1,1,25.0,5.0,0.5,0.7027394189413556,0.2972605810586444,909.090909090909
4,1,1,35.0,5.0,0.5,0.6955470972092285,0.30445290279077153,909.090909090909
5,1,1,45.0,5.0,0.5,0.6884611570505688,0.31153884294943124,909.090909090909
6,1,1,55.0,5.0,0.5,0.6816413605933008,0.3183586394066992,909.090909090909
7,1,1,65.0,5.0,0.5,0.6751628575794278,0.32483714242057216,909.090909090909
8,1,1,75.0,5.0,0.5,0.6690332517253349,0.3309667482746651,909.090909090909
9,1,1,85.0,5.0,0.5,0.6632329578602134,0.3367670421397866,909.090909090909
10,1,1,95.0,5.0,0.5,0.6577406466740101,0.3422593533259899,909.090909090909
11,1,1,105.0,5.0,0.5,0.6525277708897665,0.34747222911023345,909.090909090909
12,1,1,115.0,5.0,0.5,0.6475661355736078,0.35243386442639224,909.090909090909
13,1,1,125.0,5.0,0.5,0.6428304320074953,0.35716956799250466,909.090909090909
14,1,1,135.0,5.0,0.5,0.6382980644733095,0.3617019355266905,909.090909090909
15,1,1,145.0,5.0,0.5,0.6339491327376207,0.36605086726237934,909.090909090909
16,1,1,155.0,5.0,0.5,0.629766157060154,0.37023384293984596,909.090909090909
17,1,1,165.0,5.0,0.5,0.6257355627979393,0.3742644372020607,909.090909090909
18,1,1,175.0,5.0,0.5,0.621843902017439,0.378156097982561,909.090909090909
19,1,1,185.0,5.0,0.5,0.6180776535140692,0.3819223464859308,909.090909090909
20,1,1,195.0,5.0,0.5,0.6144258759952388,0.3855741240047612,909.090909090909
21,1,1,205.0,5.0,0.5,0.6108810556978975,0.3891189443021025,909.090909090909
22,1,1,215.0,5.0,0.5,0.6074357504141069,0.3925642495858931,909.090909090909
23,1,1,225.0,5.0,0.5,0.6040770436319701,0.3959229563680299,909.090909090909
24,1,1,235.0,5.0,0.5,0.6007980471074711,0.3992019528925289,909.090909090909
25,1,1,245.0,5.0,0.5,0.5975960973712146,0.40240390262878545,909.090909090909
26,1,1,255.0,5.0,0.5,0.5944598822656249,0.40554011773437515,909.090909090909
27,1,1,265.0,5.0,0.5,0.5913887708893558,0.4086112291106442,909.090909090909
28,1,1,275.0,5.0,0.5,0.5883787119266027,0.41162128807339726,909.090909090909
29,1,1,285.0,5.0,0.5,0.5854217750755385,0.4145782249244615,909.090909090909
30,1,1,295.0,5.0,0.5,0.5825211051569756,0.41747889484302436,909.090909090909
31,1,1,305.0,5.0,0.5,0.5796663945865409,0.4203336054134591,909.090909090909
32,1,1,315.0,5.0,0.5,0.5768598589432491,0.4231401410567509,909.090909090909
33,1,1,325.0,5.0,0.5,0.5740960410598809,0.4259039589401191,909.090909090909
34,1,1,335.0,5.0,0.5,0.5713732168440612,0.42862678315593883,909.090909090909
35,1,1,345.0,5.0,0.5,0.568691418926715,0.43130858107328496,909.090909090909
36,1,1,355.0,5.0,0.5,0.5660448658464329,0.4339551341535671,909.090909090909
37,1,1,365.0,5.0,0.5,0.5634358933338475,0.43656410666615253,909.090909090909
38,1,1,375.0,5.0,0.5,0.5608574369543269,0.4391425630456731,909.090909090909
39,1,1,385.0,5.0,0.5,0.5583120004120711,0.4416879995879289,909.090909090909
40,1,1,395.0,5.0,0.5,0.5557872321917822,0.44421276780821783,909.090909090909
41,1,1,405.0,5.0,0.5,0.5532752990077737,0.4467247009922263,909.090909090909
42,1,1,415.0,5.0,0.5,0.5507447888347013,0.44925521116529865,909.090909090909
43,1,1,425.0,5.0,0.5,0.5481741562666171,0.45182584373338286,909.090909090909
44,1,1,435.0,5.0,0.5,0.5455908815455446,0.4544091184544554,909.090909090909
45,1,1,445.0,5.0,0.5,0.5429742043045895,0.45702579569541046,909.090909090909
46,1,1,455.0,5.0,0.5,0.5402713708001188,0.4597286291998812,909.090909090909
47,1,1,465.0,5.0,0.5,0.5373862339885145,0.4626137660114855,909.090909090909
48,1,1,475.0,5.0,0.5,0.5340855950255897,0.4659144049744103,909.090909090909
49,1,1,485.0,5.0,0.5,0.5297018941353486,0.4702981058646514,909.090909090909
50,1,1,495.0,5.0,0.5,0.520422288406491,0.47957771159350904,909.090909090909
1,2,1,5.0,15.0,0.5,0.7535245060450123,0.2464754939549877,909.090909090909
