i,j,k,x_m,y_m,depth_m,Sw,So,permeability_md
1,1,1,5.0,5.0,0.5,0.596729487853805,0.403270512146195,666.6666666666666
2,1,1,15.0,5.0,0.5,0.5850503381554732,0.41494966184452675,666.6666666666666
3,1,1,25.0,5.0,0.5,0.572044516391223,0.427955483608777,666.6666666666666
4,1,1,35.0,5.0,0.5,0.5588949165441642,0.44110508345583577,666.6666666666666
5,1,1,45.0,5.0,0.5,0.5461222454852983,0.4538777545147017,666.6666666666666
6,1,1,55.0,5.0,0.5,0.5339022329032082,0.46609776709679185,666.6666666666666
7,1,1,65.0,5.0,0.5,0.5222358740180083,0.4777641259819917,666.6666666666666
8,1,1,75.0,5.0,0.5,0.5110320583506476,0.4889679416493524,666.6666666666666
9,1,1,85.0,5.0,0.5,0.5001357896358819,0.4998642103641181,666.6666666666666
10,1,1,95.0,5.0,0.5,0.4893415259907607,0.5106584740092392,666.6666666666666
11,1,1,105.0,5.0,0.5,0.47838051545493343,0.5216194845450666,666.6666666666666
12,1,1,115.0,5.0,0.5,0.46683708250440775,0.5331629174955923,666.6666666666666
13,1,1,125.0,5.0,0.5,0.45400839292820505,0.545991607071795,666.6666666666666
14,1,1,135.0,5.0,0.5,0.43859962080631215,0.5614003791936879,666.6666666666666
15,1,1,145.0,5.0,0.5,0.41807358004954964,0.5819264199504504,666.6666666666666
16,1,1,155.0,5.0,0.5,0.3872788781079094,0.6127211218920906,666.6666666666666
17,1,1,165.0,5.0,0.5,0.33695859445696097,0.663041405543039,666.6666666666666
18,1,1,175.0,5.0,0.5,0.2641826008528115,0.7358173991471886,666.6666666666666
19,1,1,185.0,5.0,0.5,0.2102031897904776,0.7897968102095224,666.6666666666666
20,1,1,195.0,5.0,0.5,0.20016560322327764,0.7998343967767223,666.6666666666666
21,1,1,205.0,5.0,0.5,0.20002288161466963,0.7999771183853304,666.6666666666666
22,1,1,215.0,5.0,0.5,0.20002236390401698,0.799977636095983,666.6666666666666
23,1,1,225.0,5.0,0.5,0.20002282871259533,0.7999771712874046,666.6666666666666
24,1,1,235.0,5.0,0.5,0.20002329772997263,0.7999767022700274,666.6666666666666
25,1,1,245.0,5.0,0.5,0.2000237657477948,0.7999762342522052,666.6666666666666
