i,j,k,x_m,y_m,depth_m,Sw,So,permeability_md
1,1,1,5.0,5.0,0.5,0.7131092545365842,0.28689074546341575,666.6666666666666
2,1,1,15.0,5.0,0.5,0.7068261237658551,0.2931738762341449,666.6666666666666
3,1,1,25.0,5.0,0.5,0.699493100891425,0.300506899108575,666.6666666666666
4,1,1,35.0,5.0,0.5,0.6918490075603498,0.30815099243965016,666.6666666666666
5,1,1,45.0,5.0,0.5,0.6842917603327227,0.31570823966727735,666.6666666666666
6,1,1,55.0,5.0,0.5,0.6770051634270604,0.3229948365729396,666.6666666666666
7,1,1,65.0,5.0,0.5,0.6700692716777831,0.3299307283222169,666.6666666666666
8,1,1,75.0,5.0,0.5,0.6635021926478271,0.33649780735217294,666.6666666666666
9,1,1,85.0,5.0,0.5,0.657286695086221,0.34271330491377905,666.6666666666666
10,1,1,95.0,5.0,0.5,0.6514048155082136,0.3485951844917864,666.6666666666666
11,1,1,105.0,5.0,0.5,0.645827511211953,0.35417248878804697,666.6666666666666
12,1,1,115.0,5.0,0.5,0.6405258234836099,0.35947417651639013,666.6666666666666
13,1,1,125.0,5.0,0.5,0.6354736318482975,0.3645263681517025,666.6666666666666
14,1,1,135.0,5.0,0.5,0.6306479733186052,0.3693520266813948,666.6666666666666
15,1,1,145.0,5.0,0.5,0.6260280270071146,0.3739719729928854,666.6666666666666
16,1,1,155.0,5.0,0.5,0.621595981172273,0.378404018827727,666.6666666666666
17,1,1,165.0,5.0,0.5,0.6173355682187647,0.3826644317812353,666.6666666666666
18,1,1,175.0,5.0,0.5,0.6132324599480947,0.3867675400519053,666.6666666666666
19,1,1,185.0,5.0,0.5,0.6092739014514263,0.39072609854857365,666.6666666666666
20,1,1,195.0,5.0,0.5,0.6054492198525894,0.39455078014741063,666.6666666666666
21,1,1,205.0,5.0,0.5,0.6017507979097461,0.39824920209025394,666.6666666666666
22,1,1,215.0,5.0,0.5,0.5981662133800965,0.40183378661990354,666.6666666666666
23,1,1,225.0,5.0,0.5,0.5946866968069998,0.4053133031930002,666.6666666666666
24,1,1,235.0,5.0,0.5,0.5913075982744269,0.4086924017255731,666.6666666666666
25,1,1,245.0,5.0,0.5,0.5880211828388034,0.41197881716119655,666.6666666666666
26,1,1,255.0,5.0,0.5,0.5848177474047356,0.4151822525952644,666.6666666666666
27,1,1,265.0,5.0,0.5,0.5816961161706573,0.4183038838293427,666.6666666666666
28,1,1,275.0,5.0,0.5,0.5786483301022105,0.4213516698977895,666.6666666666666
29,1,1,285.0,5.0,0.5,0.5756670633348264,0.4243329366651736,666.6666666666666
30,1,1,295.0,5.0,0.5,0.5727526725993513,0.42724732740064875,666.6666666666666
31,1,1,305.0,5.0,0.5,0.5698937869300578,0.43010621306994223,666.6666666666666
32,1,1,315.0,5.0,0.5,0.5670915162885682,0.43290848371143176,666.6666666666666
33,1,1,325.0,5.0,0.5,0.5643376048107036,0.4356623951892964,666.6666666666666
34,1,1,335.0,5.0,0.5,0.5616289364489404,0.4383710635510596,666.6666666666666
35,1,1,345.0,5.0,0.5,0.5589642018972724,0.44103579810272764,666.6666666666666
36,1,1,355.0,5.0,0.5,0.5563396643418299,0.4436603356581701,666.6666666666666
37,1,1,365.0,5.0,0.5,0.5537573233379598,0.4462426766620402,666.6666666666666
38,1,1,375.0,5.0,0.5,0.5512117047831573,0.4487882952168427,666.6666666666666
39,1,1,385.0,5.0,0.5,0.548703801898149,0.45129619810185095,666.6666666666666
40,1,1,395.0,5.0,0.5,0.5462229482912119,0.4537770517087881,666.6666666666666
41,1,1,405.0,5.0,0.5,0.5437591996476007,0.45624080035239933,666.6666666666666
42,1,1,415.0,5.0,0.5,0.5412801389642861,0.45871986103571394,666.6666666666666
43,1,1,425.0,5.0,0.5,0.5387665326813014,0.46123346731869863,666.6666666666666
44,1,1,435.0,5.0,0.5,0.5362473777829081,0.4637526222170919,666.6666666666666
45,1,1,445.0,5.0,0.5,0.5337018686003099,0.4662981313996901,666.6666666666666
46,1,1,455.0,5.0,0.5,0.5310819953936134,0.46891800460638655,666.6666666666666
47,1,1,465.0,5.0,0.5,0.5282951071279393,0.47170489287206074,666.6666666666666
48,1,1,475.0,5.0,0.5,0.5251170663272365,0.47488293367276346,666.6666666666666
49,1,1,485.0,5.0,0.5,0.520909918583102,0.479090081416898,666.6666666666666
50,1,1,495.0,5.0,0.5,0.5119464922789546,0.4880535077210454,666.6666666666666
1,2,1,5.0,15.0,0.5,0.7520984844911112,0.24790151550888884,666.6666666666666
2,2,1,15.0,15.0,0.5,0.7444240004289687,0.2555759995710313,666.6666666666666
3,2,1,25.0,15.0,0.5,0.7356356694001146,0.2643643305998854,666.6666666666666
4,2,1,35.0,15.0,0.5,0.726638884722396,0.273361115277604,666.6666666666666
5,2,1,45.0,15.0,0.5,0.7178890048284059,0.2821109951715941,666.6666666666666
6,2,1,55.0,15.0,0.5,0.7095848823755497,0.29041511762445027,666.6666666666666
7,2,1,65.0,15.0,0.5,0.7017907980872407,0.29820920191275935,666.6666666666666
8,2,1,75.0,15.0,0.5,0.6945004867767429,0.3054995132232571,666.6666666666666
9,2,1,85.0,15.0,0.5,0.6876749850366037,0.31232501496339626,666.6666666666666
10,2,1,95.0,15.0,0.5,0.6812715770360646,0.31872842296393544,666.6666666666666
11,2,1,105.0,15.0,0.5,0.6752525312560591,0.3247474687439409,666.6666666666666
12,2,1,115.0,15.0,0.5,0.6695678304404068,0.3304321695595932,666.6666666666666
13,2,1,125.0,15.0,0.5,0.6641786371230095,0.3358213628769905,666.6666666666666
14,2,1,135.0,15.0,0.5,0.6590572362782964,0.3409427637217036,666.6666666666666
15,2,1,145.0,15.0,0.5,0.6541794998248659,0.3458205001751341,666.6666666666666
16,2,1,155.0,15.0,0.5,0.6495213050949851,0.35047869490501493,666.6666666666666
17,2,1,165.0,15.0,0.5,0.6450614104920209,0.3549385895079791,666.6666666666666
18,2,1,175.0,15.0,0.5,0.6407831194659909,0.35921688053400913,666.6666666666666
19,2,1,185.0,15.0,0.5,0.6366700354490208,0.3633299645509792,666.6666666666666
20,2,1,195.0,15.0,0.5,0.6327077199137157,0.36729228008628434,666.6666666666666
21,2,1,205.0,15.0,0.5,0.6288832878017012,0.3711167121982988,666.6666666666666
22,2,1,215.0,15.0,0.5,0.625185296679722,0.374814703320278,666.6666666666666
23,2,1,225.0,15.0,0.5,0.6216079196420965,0.3783920803579035,666.6666666666666
24,2,1,235.0,15.0,0.5,0.6181380126248845,0.38186198737511545,666.6666666666666
25,2,1,245.0,15.0,0.5,0.6147655970706976,0.38523440292930244,666.6666666666666
26,2,1,255.0,15.0,0.5,0.6114876563838574,0.3885123436161426,666.6666666666666
27,2,1,265.0,15.0,0.5,0.6082952809342156,0.3917047190657844,666.6666666666666
28,2,1,275.0,15.0,0.5,0.6051778151852197,0.39482218481478026,666.6666666666666
29,2,1,285.0,15.0,0.5,0.6021361645695221,0.3978638354304779,666.6666666666666
30,2,1,295.0,15.0,0.5,0.5991576352886473,0.4008423647113527,666.6666666666666
31,2,1,305.0,15.0,0.5,0.5962383735634552,0.4037616264365448,666.6666666666666
32,2,1,315.0,15.0,0.5,0.5933761739636966,0.4066238260363034,666.6666666666666
33,2,1,325.0,15.0,0.5,0.590559315231297,0.409440684768703,666.6666666666666
34,2,1,335.0,15.0,0.5,0.5877912282088575,0.41220877179114246,666.6666666666666
35,2,1,345.0,15.0,0.5,0.5850592634182353,0.41494073658176467,666.6666666666666
36,2,1,355.0,15.0,0.5,0.5823695691154606,0.41763043088453944,666.6666666666666
37,2,1,365.0,15.0,0.5,0.5797129381182592,0.4202870618817408,666.6666666666666
38,2,1,375.0,15.0,0.5,0.5770923824973317,0.42290761750266825,666.6666666666666
39,2,1,385.0,15.0,0.5,0.5745014109289106,0.4254985890710894,666.6666666666666
40,2,1,395.0,15.0,0.5,0.5719371383623728,0.4280628616376272,666.6666666666666
41,2,1,405.0,15.0,0.5,0.5693890966562744,0.43061090334372565,666.6666666666666
42,2,1,415.0,15.0,0.5,0.5668395793875551,0.43316042061244486,666.6666666666666
43,2,1,425.0,15.0,0.5,0.564217049141708,0.435782950858292,666.6666666666666
44,2,1,435.0,15.0,0.5,0.5614114158128677,0.4385885841871323,666.6666666666666
45,2,1,445.0,15.0,0.5,0.5582362791083519,0.44176372089164806,666.6666666666666
46,2,1,455.0,15.0,0.5,0.5543808244435064,0.44561917555649355,666.6666666666666
47,2,1,465.0,15.0,0.5,0.5494146636615383,0.45058533633846165,666.6666666666666
48,2,1,475.0,15.0,0.5,0.5428429395555859,0.45715706044441407,666.6666666666666
49,2,1,485.0,15.0,0.5,0.5341016907788053,0.4658983092211947,666.6666666666666
50,2,1,495.0,15.0,0.5,0.5202375688951857,0.4797624311048143,666.6666666666666
1,3,1,5.0,25.0,0.5,0.7736261894656881,0.22637381053431194,666.6666666666666
2,3,1,15.0,25.0,0.5,0.7652272872617496,0.2347727127382504,666.6666666666666
3,3,1,25.0,25.0,0.5,0.7555977378145814,0.2444022621854186,666.6666666666666
4,3,1,35.0,25.0,0.5,0.7457253846360725,0.2542746153639275,666.6666666666666
5,3,1,45.0,25.0,0.5,0.7361744701716798,0.2638255298283202,666.6666666666666
6,3,1,55.0,25.0,0.5,0.7271875795123538,0.2728124204876462,666.6666666666666
7,3,1,65.0,25.0,0.5,0.7188186734252228,0.28118132657477724,666.6666666666666
8,3,1,75.0,25.0,0.5,0.711050908927327,0.28894909107267297,666.6666666666666
9,3,1,85.0,25.0,0.5,0.7038484992732899,0.29615150072671015,666.6666666666666
10,3,1,95.0,25.0,0.5,0.6971153602383895,0.3028846397616105,666.6666666666666
11,3,1,105.0,25.0,0.5,0.6907971239617399,0.30920287603826013,666.6666666666666
12,3,1,115.0,25.0,0.5,0.6848479558904776,0.31515204410952236,666.6666666666666
13,3,1,125.0,25.0,0.5,0.679221036296067,0.320778963703933,666.6666666666666
14,3,1,135.0,25.0,0.5,0.6738798678417138,0.32612013215828617,666.6666666666666
15,3,1,145.0,25.0,0.5,0.668793224536331,0.33120677546366895,666.6666666666666
16,3,1,155.0,25.0,0.5,0.6639355996452667,0.3360644003547333,666.6666666666666
17,3,1,165.0,25.0,0.5,0.6592855066969872,0.34071449330301284,666.6666666666666
18,3,1,175.0,25.0,0.5,0.6548245489188342,0.34517545108116576,666.6666666666666
19,3,1,185.0,25.0,0.5,0.6505385437337962,0.34946145626620384,666.6666666666666
20,3,1,195.0,25.0,0.5,0.6464127572719773,0.35358724272802267,666.6666666666666
21,3,1,205.0,25.0,0.5,0.6424318519756458,0.3575681480243542,666.6666666666666
22,3,1,215.0,25.0,0.5,0.6385827610391338,0.3614172389608662,666.6666666666666
23,3,1,225.0,25.0,0.5,0.6348534928608845,0.36514650713911545,666.6666666666666
24,3,1,235.0,25.0,0.5,0.6312377102625163,0.3687622897374837,666.6666666666666
25,3,1,245.0,25.0,0.5,0.6277245604015959,0.37227543959840415,666.6666666666666
26,3,1,255.0,25.0,0.5,0.6243023239278577,0.37569767607214233,666.6666666666666
27,3,1,265.0,25.0,0.5,0.6209655760474997,0.3790344239525003,666.6666666666666
28,3,1,275.0,25.0,0.5,0.6177103938086898,0.38228960619131025,666.6666666666666
29,3,1,285.0,25.0,0.5,0.6145228586379258,0.3854771413620742,666.6666666666666
30,3,1,295.0,25.0,0.5,0.6114012722139041,0.38859872778609594,666.6666666666666
31,3,1,305.0,25.0,0.5,0.6083400999147851,0.3916599000852149,666.6666666666666
32,3,1,315.0,25.0,0.5,0.6053279977427068,0.39467200225729315,666.6666666666666
33,3,1,325.0,25.0,0.5,0.6023681098715029,0.3976318901284971,666.6666666666666
34,3,1,335.0,25.0,0.5,0.5994474608026901,0.40055253919730993,666.6666666666666
35,3,1,345.0,25.0,0.5,0.596565702079275,0.40343429792072505,666.6666666666666
36,3,1,355.0,25.0,0.5,0.5937202433001482,0.40627975669985184,666.6666666666666
37,3,1,365.0,25.0,0.5,0.5909048677274967,0.40909513227250327,666.6666666666666
38,3,1,375.0,25.0,0.5,0.5881244721390715,0.4118755278609285,666.6666666666666
39,3,1,385.0,25.0,0.5,0.5853690817551167,0.4146309182448833,666.6666666666666
40,3,1,395.0,25.0,0.5,0.582644893724555,0.41735510627544503,666.6666666666666
41,3,1,405.0,25.0,0.5,0.5799398371028743,0.42006016289712567,666.6666666666666
42,3,1,415.0,25.0,0.5,0.5772537095395739,0.4227462904604261,666.6666666666666
43,3,1,425.0,25.0,0.5,0.5745652179078055,0.42543478209219454,666.6666666666666
44,3,1,435.0,25.0,0.5,0.571741949039423,0.428258050960577,666.6666666666666
45,3,1,445.0,25.0,0.5,0.5687004482312001,0.43129955176879986,666.6666666666666
46,3,1,455.0,25.0,0.5,0.565184081736035,0.43481591826396504,666.6666666666666
47,3,1,465.0,25.0,0.5,0.5606948565825164,0.4393051434174836,666.6666666666666
48,3,1,475.0,25.0,0.5,0.554388429765436,0.445611570234564,666.6666666666666
49,3,1,485.0,25.0,0.5,0.545095705354094,0.454904294645906,666.6666666666666
50,3,1,495.0,25.0,0.5,0.5297234697399194,0.47027653026008065,666.6666666666666
1,4,1,5.0,35.0,0.5,0.7874055915994208,0.2125944084005792,666.6666666666666
2,4,1,15.0,35.0,0.5,0.7790817165060326,0.22091828349396736,666.6666666666666
3,4,1,25.0,35.0,0.5,0.7690557552086318,0.23094424479136821,666.6666666666666
4,4,1,35.0,35.0,0.5,0.7585745410523582,0.24142545894764178,666.6666666666666
5,4,1,45.0,35.0,0.5,0.7484084491266434,0.2515915508733566,666.6666666666666
6,4,1,55.0,35.0,0.5,0.738980851966672,0.26101914803332804,666.6666666666666
7,4,1,65.0,35.0,0.5,0.730275217396471,0.26972478260352895,666.6666666666666
