i,j,k,x_m,y_m,depth_m,Sw,So,permeability_md
1,1,1,5.0,5.0,0.5,0.2,0.8,666.6666666666666
2,1,1,15.0,5.0,0.5,0.2,0.8,666.6666666666666
3,1,1,25.0,5.0,0.5,0.2,0.8,666.6666666666666
4,1,1,35.0,5.0,0.5,0.2,0.8,666.6666666666666
5,1,1,45.0,5.0,0.5,0.2,0.8,666.6666666666666
6,1,1,55.0,5.0,0.5,0.2,0.8,666.6666666666666
7,1,1,65.0,5.0,0.5,0.2,0.8,666.6666666666666
8,1,1,75.0,5.0,0.5,0.2,0.8,666.6666666666666
9,1,1,85.0,5.0,0.5,0.2,0.8,666.6666666666666
10,1,1,95.0,5.0,0.5,0.2,0.8,666.6666666666666
11,1,1,105.0,5.0,0.5,0.2,0.8,666.6666666666666
12,1,1,115.0,5.0,0.5,0.2,0.8,666.6666666666666
13,1,1,125.0,5.0,0.5,0.2,0.8,666.6666666666666
14,1,1,135.0,5.0,0.5,0.2,0.8,666.6666666666666
15,1,1,145.0,5.0,0.5,0.2,0.8,666.6666666666666
16,1,1,155.0,5.0,0.5,0.2,0.8,666.6666666666666
17,1,1,165.0,5.0,0.5,0.2,0.8,666.6666666666666
18,1,1,175.0,5.0,0.5,0.2,0.8,666.6666666666666
19,1,1,185.0,5.0,0.5,0.2,0.8,666.6666666666666
20,1,1,195.0,5.0,0.5,0.2,0.8,666.6666666666666
21,1,1,205.0,5.0,0.5,0.2,0.8,666.6666666666666
22,1,1,215.0,5.0,0.5,0.2,0.8,666.6666666666666
23,1,1,225.0,5.0,0.5,0.2,0.8,666.6666666666666
24,1,1,235.0,5.0,0.5,0.2,0.8,666.6666666666666
25,1,1,245.0,5.0,0.5,0.2,0.8,666.6666666666666
26,1,1,255.0,5.0,0.5,0.2,0.8,666.6666666666666
27,1,1,265.0,5.0,0.5,0.2,0.8,666.6666666666666
28,1,1,275.0,5.0,0.5,0.2,0.8,666.6666666666666
29,1,1,285.0,5.0,0.5,0.2,0.8,666.6666666666666
30,1,1,295.0,5.0,0.5,0.2,0.8,666.6666666666666
31,1,1,305.0,5.0,0.5,0.2,0.8,666.6666666666666
32,1,1,315.0,5.0,0.5,0.2,0.8,666.6666666666666
33,1,1,325.0,5.0,0.5,0.2,0.8,666.6666666666666
34,1,1,335.0,5.0,0.5,0.2,0.8,666.6666666666666
35,1,1,345.0,5.0,0.5,0.2,0.8,666.6666666666666
36,1,1,355.0,5.0,0.5,0.2,0.8,666.6666666666666
37,1,1,365.0,5.0,0.5,0.2,0.8,666.6666666666666
38,1,1,375.0,5.0,0.5,0.2,0.8,666.6666666666666
39,1,1,385.0,5.0,0.5,0.2,0.8,666.6666666666666
40,1,1,395.0,5.0,0.5,0.2,0.8,666.6666666666666
41,1,1,405.0,5.0,0.5,0.2,0.8,666.6666666666666
42,1,1,415.0,5.0,0.5,0.2,0.8,666.6666666666666
43,1,1,425.0,5.0,0.5,0.2,0.8,666.6666666666666
44,1,1,435.0,5.0,0.5,0.2,0.8,666.6666666666666
45,1,1,445.0,5.0,0.5,0.2,0.8,666.6666666666666
46,1,1,455.0,5.0,0.5,0.2,0.8,666.6666666666666
47,1,1,465.0,5.0,0.5,0.2,0.8,666.6666666666666
48,1,1,475.0,5.0,0.5,0.2,0.8,666.6666666666666
49,1,1,485.0,5.0,0.5,0.2,0.8,666.6666666666666
50,1,1,495.0,5.0,0.5,0.2,0.8,666.6666666666666
1,2,1,5.0,15.0,0.5,0.2,0.8,666.6666666666666
2,2,1,15.0,15.0,0.5,0.2,0.8,666.6666666666666
3,2,1,25.0,15.0,0.5,0.2,0.8,666.6666666666666
4,2,1,35.0,15.0,0.5,0.2,0.8,666.6666666666666
5,2,1,45.0,15.0,0.5,0.2,0.8,666.6666666666666
6,2,1,55.0,15.0,0.5,0.2,0.8,666.6666666666666
7,2,1,65.0,15.0,0.5,0.2,0.8,666.6666666666666
8,2,1,75.0,15.0,0.5,0.2,0.8,666.6666666666666
9,2,1,85.0,15.0,0.5,0.2,0.8,666.6666666666666
10,2,1,95.0,15.0,0.5,0.2,0.8,666.6666666666666
11,2,1,105.0,15.0,0.5,0.2,0.8,666.6666666666666
12,2,1,115.0,15.0,0.5,0.2,0.8,666.6666666666666
13,2,1,125.0,15.0,0.5,0.2,0.8,666.6666666666666
14,2,1,135.0,15.0,0.5,0.2,0.8,666.6666666666666
15,2,1,145.0,15.0,0.5,0.2,0.8,666.6666666666666
16,2,1,155.0,15.0,0.5,0.2,0.8,666.6666666666666
17,2,1,165.0,15.0,0.5,0.2,0.8,666.6666666666666
18,2,1,175.0,15.0,0.5,0.2,0.8,666.6666666666666
19,2,1,185.0,15.0,0.5,0.2,0.8,666.6666666666666
20,2,1,195.0,15.0,0.5,0.2,0.8,666.6666666666666
21,2,1,205.0,15.0,0.5,0.2,0.8,666.6666666666666
22,2,1,215.0,15.0,0.5,0.2,0.8,666.6666666666666
23,2,1,225.0,15.0,0.5,0.2,0.8,666.6666666666666
24,2,1,235.0,15.0,0.5,0.2,0.8,666.6666666666666
25,2,1,245.0,15.0,0.5,0.2,0.8,666.6666666666666
26,2,1,255.0,15.0,0.5,0.2,0.8,666.6666666666666
27,2,1,265.0,15.0,0.5,0.2,0.8,666.6666666666666
28,2,1,275.0,15.0,0.5,0.2,0.8,666.6666666666666
29,2,1,285.0,15.0,0.5,0.2,0.8,666.6666666666666
30,2,1,295.0,15.0,0.5,0.2,0.8,666.6666666666666
31,2,1,305.0,15.0,0.5,0.2,0.8,666.6666666666666
32,2,1,315.0,15.0,0.5,0.2,0.8,666.6666666666666
33,2,1,325.0,15.0,0.5,0.2,0.8,666.6666666666666
34,2,1,335.0,15.0,0.5,0.2,0.8,666.6666666666666
35,2,1,345.0,15.0,0.5,0.2,0.8,666.6666666666666
36,2,1,355.0,15.0,0.5,0.2,0.8,666.6666666666666
37,2,1,365.0,15.0,0.5,0.2,0.8,666.6666666666666
38,2,1,375.0,15.0,0.5,0.2,0.8,666.6666666666666
39,2,1,385.0,15.0,0.5,0.2,0.8,666.6666666666666
40,2,1,395.0,15.0,0.5,0.2,0.8,666.6666666666666
41,2,1,405.0,15.0,0.5,0.2,0.8,666.6666666666666
42,2,1,415.0,15.0,0.5,0.2,0.8,666.6666666666666
43,2,1,425.0,15.0,0.5,0.2,0.8,666.6666666666666
44,2,1,435.0,15.0,0.5,0.2,0.8,666.6666666666666
45,2,1,445.0,15.0,0.5,0.2,0.8,666.6666666666666
46,2,1,455.0,15.0,0.5,0.2,0.8,666.6666666666666
47,2,1,465.0,15.0,0.5,0.2,0.8,666.6666666666666
48,2,1,475.0,15.0,0.5,0.2,0.8,666.6666666666666
49,2,1,485.0,15.0,0.5,0.2,0.8,666.6666666666666
50,2,1,495.0,15.0,0.5,0.2,0.8,666.6666666666666
1,3,1,5.0,25.0,0.5,0.2,0.8,666.6666666666666
2,3,1,15.0,25.0,0.5,0.2,0.8,666.6666666666666
3,3,1,25.0,25.0,0.5,0.2,0.8,666.6666666666666
4,3,1,35.0,25.0,0.5,0.2,0.8,666.6666666666666
5,3,1,45.0,25.0,0.5,0.2,0.8,666.6666666666666
6,3,1,55.0,25.0,0.5,0.2,0.8,666.6666666666666
7,3,1,65.0,25.0,0.5,0.2,0.8,666.6666666666666
8,3,1,75.0,25.0,0.5,0.2,0.8,666.6666666666666
9,3,1,85.0,25.0,0.5,0.2,0.8,666.6666666666666
10,3,1,95.0,25.0,0.5,0.2,0.8,666.6666666666666
11,3,1,105.0,25.0,0.5,0.2,0.8,666.6666666666666
12,3,1,115.0,25.0,0.5,0.2,0.8,666.6666666666666
13,3,1,125.0,25.0,0.5,0.2,0.8,666.6666666666666
14,3,1,135.0,25.0,0.5,0.2,0.8,666.6666666666666
15,3,1,145.0,25.0,0.5,0.2,0.8,666.6666666666666
16,3,1,155.0,25.0,0.5,0.2,0.8,666.6666666666666
17,3,1,165.0,25.0,0.5,0.2,0.8,666.6666666666666
18,3,1,175.0,25.0,0.5,0.2,0.8,666.6666666666666
19,3,1,185.0,25.0,0.5,0.2,0.8,666.6666666666666
20,3,1,195.0,25.0,0.5,0.2,0.8,666.6666666666666
21,3,1,205.0,25.0,0.5,0.2,0.8,666.6666666666666
22,3,1,215.0,25.0,0.5,0.2,0.8,666.6666666666666
23,3,1,225.0,25.0,0.5,0.2,0.8,666.6666666666666
24,3,1,235.0,25.0,0.5,0.2,0.8,666.6666666666666
25,3,1,245.0,25.0,0.5,0.2,0.8,666.6666666666666
26,3,1,255.0,25.0,0.5,0.2,0.8,666.6666666666666
