time_day,injected_pv,oil_rate_m3_day,water_rate_m3_day,liquid_rate_m3_day,water_cut,cumulative_oil_m3,cumulative_water_m3,recovery_factor,injector_bhp_mpa,producer_bhp_mpa
0.1,9.999999999999998e-5,42.30511843333769,1.0762761062173158,43.381394539555004,0.024809624440172644,0.0,0.0,0.0,22.03714638938307,18.0
1.0,0.0009999999999999998,45.09123111490846,0.0002895059687414572,45.091520620877205,6.420408199926995e-6,39.32835729671077,0.48445452548372586,0.0012290111655222113,23.878112474777815,18.0
11.0,0.010999999999999998,47.05558856325915,6.011481816792091e-5,47.05564867807732,1.2775260751198125e-6,500.06245568754883,0.48620262941827275,0.015626951740235897,24.07209230865422,18.0
21.0,0.020999999999999998,47.056998789005675,6.0015224631082724e-5,47.05705880423031,1.2753713503591836e-6,970.625392448873,0.48680327963226777,0.03033204351402727,24.027778612314403,18.0
31.0,0.030999999999999993,47.05552331887485,5.9912267984906494e-5,47.05558323114283,1.2732233641778498e-6,1441.1880029882755,0.4874029170953477,0.0450371250933836,24.00849975481667,18.0
41.0,0.040999999999999995,47.05622277106382,5.981188218226906e-5,47.056282582946004,1.271071128001639e-6,1911.7467334379687,0.4880015378461836,0.05974208541993651,23.97698150887978,18.0
51.0,0.05099999999999999,47.05670222021834,5.9711232018270554e-5,47.05676193145036,1.2689192704175973e-6,2382.3113583943796,0.4885991534171863,0.07444722994982435,23.939167872830822,18.0
61.0,0.06099999999999999,47.05717965970207,5.9610575899737126e-5,47.057239270277975,1.2667673842351397e-6,2852.8807677939817,0.4891957624567763,0.08915252399356191,23.897981271424985,18.0
71.0,0.071,47.057318143684256,5.950952153298608e-5,47.05737765320579,1.2646161877431345e-6,3323.4532568109134,0.48979136294393993,0.10385791427534102,23.854700394045267,18.0
81.0,0.08099999999999999,47.05811325201136,5.94092283041452e-5,47.05817266123967,1.2624635625318003e-6,3794.030413789392,0.49038595669312557,0.11856345043091847,23.80996638233787,18.0
91.0,0.09099999999999998,47.058254303878186,5.930816879096125e-5,47.05831361204698,1.2603122432287564e-6,4264.612251568839,0.4909795436786011,0.1332691328615262,23.76417617752556,18.0
101.0,0.10099999999999998,47.05915890205816,5.920799585266774e-5,47.05921811005401,1.2581593624059425e-6,4735.199317598521,0.49157212450181925,0.14797497867495374,23.71756049185938,18.0
111.0,0.11099999999999997,47.05965536654055,5.910734130562024e-5,47.059714473881854,1.2560072232997679e-6,5205.793388941514,0.4921637011876107,0.1626810434044223,23.67028457527444,18.0
121.0,0.12099999999999998,47.06017772322798,5.900671143622227e-5,47.06023672993942,1.2538549641141642e-6,5676.392554390357,0.49275427145131995,0.17738726732469862,23.622446794810358,18.0
131.0,0.13099999999999998,47.06083652944418,5.8906230636057515e-5,47.060895435674816,1.2517022910576255e-6,6146.9976256537175,0.49334383616168137,0.19209367580167863,23.574151451718475,18.0
141.0,0.141,47.061788446194996,5.880606999455378e-5,47.06184725226499,1.2495486987439398e-6,6617.610750531913,0.49393239766483443,0.20680033595412226,23.52549022475648,18.0
151.0,0.15099999999999997,47.06162377860625,5.870456493155686e-5,47.061682483171175,1.2473962220230668e-6,7088.227811655919,0.494519950839465,0.22150711911424742,23.47631072308848,18.0
161.0,0.16099999999999998,47.06211469241645,5.8603669677509574e-5,47.06217329608613,1.2452393413455745e-6,7558.846504011032,0.49510649201251034,0.2362139532503447,23.42691646039843,18.0
171.0,0.17099999999999996,47.06266649464647,5.850246278223912e-5,47.06272499710926,1.2430742755722821e-6,8029.470409946347,0.49569202267480905,0.2509209503108233,23.377244007480765,18.0
181.0,0.18099999999999997,47.063168150169226,5.8517852373444954e-5,47.0632266680216,1.2433880232271987e-6,8500.099583170426,0.49627712425058745,0.26562811197407576,23.327302001061394,18.0
191.0,0.19099999999999998,47.06356300066502,0.0001996972937269368,47.063762697958744,4.243122144919325e-6,8970.733238924597,0.49756819998108937,0.2803354137163936,23.27712940010281,18.0
201.0,0.20099999999999996,46.9896119034425,0.06367665772563642,47.05328856116814,0.00135328814781688,9440.999113445134,0.8169499750779061,0.2950312222951604,23.2262554587303,18.0
211.0,0.21099999999999997,46.057491849160705,0.8586937950806515,46.91618564424136,0.018302719696609654,9906.23463220815,5.428802239109345,0.30956983225650464,23.169961940807525,18.0
221.0,0.22099999999999995,43.60323317954524,2.949334485378189,46.55256766492343,0.06335492612581417,10354.53825735168,24.46894364140355,0.3235793205422399,23.103911208149935,18.0
231.0,0.23099999999999996,40.30848325243027,5.7534412541532225,46.061924506583495,0.12490666240684103,10774.096839511558,67.9828223390606,0.3366905262347361,23.03064788582613,18.0
241.0,0.24099999999999996,36.98936657010623,8.576419420235425,45.56578599034165,0.18822059652506212,11160.58608862424,139.63212571100382,0.34876831526950747,22.95511785312225,18.0
251.0,0.25099999999999995,33.99846424472,11.1188144586228,45.1172787033428,0.24644248895709644,11515.525242698372,238.10829510529496,0.359860163834324,22.880775109450546,18.0
261.0,0.26099999999999995,31.409115682739845,13.31925523260814,44.72837091534799,0.29778091533483064,11842.56314233567,360.2986435614497,0.3700800981979896,22.809385613522632,18.0
271.0,0.27099999999999996,29.182815720554668,15.211223770837371,44.394039491392036,0.3426411280682582,12145.522799352142,502.9510385786773,0.37954758747975437,22.741563864269523,18.0
281.0,0.28099999999999997,27.266600217346472,16.838992962361733,44.10559317970821,0.3817881531204278,12427.769879041647,663.2021222446729,0.3883678087200514,22.677358055388446,18.0
291.0,0.2909999999999999,25.596449463532615,18.257808940634792,43.85425840416741,0.41632921419781155,12692.085127446042,838.6861317596555,0.3966276602326887,22.616638783445918,18.0
301.0,0.30099999999999993,24.141502230731014,19.4936485738584,43.635150804589415,0.44674186325507365,12940.77488591736,1027.4434193321215,0.40439921518491745,22.55927953926608,18.0
311.0,0.31099999999999994,22.84591253520559,20.593724197931948,43.43963673313753,0.4740768051179906,13175.711959747045,1227.8802831910732,0.4117409987420951,22.5048649629852,18.0
321.0,0.32099999999999995,21.68975156617577,21.5762929107792,43.26604447695497,0.4986888256510599,13398.39028025395,1438.7303687346289,0.41869969625793585,22.45332948167052,18.0
331.0,0.33099999999999996,20.659990776389435,22.450656794506198,43.11064757089564,0.5207682570201712,13610.138991966776,1658.865117261056,0.42531684349896165,22.40436961346606,18.0
341.0,0.3409999999999999,19.723510104665703,23.24635664525171,42.969866749917415,0.5409920580053087,13812.056496372052,1887.3501844598454,0.43162676551162654,22.357808850053388,18.0
351.0,0.3509999999999999,18.86265123671134,23.97734546903129,42.839996705742635,0.5596953154251099,14004.987303078937,2123.4686950312603,0.4376558532212167,22.31332708702747,18.0
361.0,0.36099999999999993,18.079393920214162,24.64239040726455,42.721784327478716,0.5768108892262378,14189.697528863564,2366.5673744127394,0.4434280477769863,22.27088337477654,18.0
371.0,0.37099999999999994,17.367453531645307,25.247628409487387,42.61508194113269,0.5924575821387312,14366.931766122862,2616.017468496499,0.44896661769133933,22.23045290958647,18.0
381.0,0.38099999999999995,16.7085910912295,25.807247854732285,42.51583894596179,0.6070031427001511,14537.311989237236,2871.2918498175973,0.45429099966366354,22.191708541895043,18.0
391.0,0.3909999999999999,16.090054987208504,26.332640199338304,42.422695186546804,0.6207205856097747,14701.305219629427,3131.9912900879503,0.4594157881134195,22.15452393133986,18.0
401.0,0.4009999999999999,15.511596251635728,26.823899565272953,42.33549581690868,0.6336030569071441,14859.313475823648,3397.7739889110067,0.4643535461194889,22.118806511227884,18.0
411.0,0.4109999999999999,14.976002382972506,27.278825547500084,42.25482793047259,0.6455789050279773,15011.75146899669,3668.2876144748716,0.46911723340614647,22.084529981526927,18.0
421.0,0.42099999999999993,14.481352105089346,27.698969386685505,42.18032149177485,0.6566799020744021,15159.038241437,3943.1765891457994,0.4737199450449061,22.051609467262953,18.0
431.0,0.43099999999999994,14.020035792438438,28.090765885721467,42.1108016781599,0.6670679437644212,15301.545180924639,4222.125265507834,0.4781732869038949,22.019951787266926,18.0
441.0,0.4409999999999999,13.583537363392852,28.461499265575576,42.045036628968425,0.6769288731209242,15439.563046703795,4504.88659126432,0.4824863452094935,21.98944372314862,18.0
451.0,0.4509999999999999,13.167333985054778,28.815051961667248,41.982385946722026,0.686360513150328,15573.317403446033,4791.269347400534,0.48666616885768843,21.959993959855463,18.0
461.0,0.4609999999999999,12.771490005507836,29.151278486237487,41.92276849174532,0.6953567127127454,15703.011523398847,5081.100999640057,0.4907191101062139,21.931538264901512,18.0
471.0,0.4709999999999999,12.397936647738527,29.4685538558544,41.86649050359293,0.703869693910108,15828.85865666508,5374.200161350516,0.49465183302078364,21.904053965132583,18.0
481.0,0.4809999999999999,12.047478529830165,29.766212198737538,41.81369072856771,0.7118771789834099,15951.085732552923,5670.373991623476,0.4984714291422787,21.87751194736257,18.0
491.0,0.49099999999999994,11.718716347346156,30.045433412263108,41.76414975960927,0.7194072807707556,16069.916706938804,5969.43221967848,0.5021848970918376,21.851862545753963,18.0
501.0,0.5009999999999999,11.408772554736752,30.308643768162987,41.71741632289974,0.7265225519617285,16185.554151449218,6271.20260558061,0.5057985672327879,21.827062380741022,18.0
511.0,0.5109999999999999,11.114099696783446,30.558929347681186,41.673029044464634,0.7333023312290347,16298.16851270682,6575.540471159831,0.509317766022088,21.803050209206592,18.0
521.0,0.5209999999999999,10.831583086294216,30.798880007484573,41.630463093778786,0.7398159357032741,16407.89692662221,6882.32951793566,0.5127467789569439,21.77976664896677,18.0
531.0,0.5309999999999999,10.559422208675999,31.030061744484854,41.58948395316085,0.7461035529902633,16514.85195309706,7191.474226695507,0.5160891235342829,21.75716900796453,18.0
541.0,0.5409999999999999,10.297294497011862,31.25272274280895,41.55001723982081,0.7521711137307757,16619.135536625497,7502.888149131976,0.5193479855195466,21.735217548962876,18.0
