i,j,k,x_m,y_m,depth_m,Sw,So,permeability_md
1,1,1,5.0,5.0,0.5,0.6232806826426502,0.37671931735734976,833.3333333333333
2,1,1,15.0,5.0,0.5,0.613043573120251,0.38695642687974896,833.3333333333333
3,1,1,25.0,5.0,0.5,0.6016431668247815,0.3983568331752185,833.3333333333333
4,1,1,35.0,5.0,0.5,0.5901597131485972,0.40984028685140284,833.3333333333333
5,1,1,45.0,5.0,0.5,0.579074123123347,0.42092587687665295,833.3333333333333
6,1,1,55.0,5.0,0.5,0.5685543666646694,0.4314456333353306,833.3333333333333
7,1,1,65.0,5.0,0.5,0.5586164874289757,0.44138351257102426,833.3333333333333
8,1,1,75.0,5.0,0.5,0.5491996929017973,0.45080030709820273,833.3333333333333
9,1,1,85.0,5.0,0.5,0.5401998424320611,0.4598001575679389,833.3333333333333
10,1,1,95.0,5.0,0.5,0.531520737436647,0.46847926256335304,833.3333333333333
11,1,1,105.0,5.0,0.5,0.523060889949392,0.47693911005060796,833.3333333333333
12,1,1,115.0,5.0,0.5,0.514706857975654,0.48529314202434604,833.3333333333333
13,1,1,125.0,5.0,0.5,0.5063175665549363,0.4936824334450637,833.3333333333333
14,1,1,135.0,5.0,0.5,0.4977028433803361,0.5022971566196639,833.3333333333333
15,1,1,145.0,5.0,0.5,0.4885896046722958,0.5114103953277043,833.3333333333333
16,1,1,155.0,5.0,0.5,0.4785499673838891,0.5214500326161109,833.3333333333333
17,1,1,165.0,5.0,0.5,0.4668766648425474,0.5331233351574526,833.3333333333333
18,1,1,175.0,5.0,0.5,0.4523179605581282,0.5476820394418718,833.3333333333333
19,1,1,185.0,5.0,0.5,0.4325179853850122,0.5674820146149878,833.3333333333333
20,1,1,195.0,5.0,0.5,0.4028282569010332,0.5971717430989668,833.3333333333333
21,1,1,205.0,5.0,0.5,0.35460296463158664,0.6453970353684133,833.3333333333333
22,1,1,215.0,5.0,0.5,0.28124917899893753,0.7187508210010625,833.3333333333333
23,1,1,225.0,5.0,0.5,0.2165790410578715,0.7834209589421285,833.3333333333333
24,1,1,235.0,5.0,0.5,0.2004443592083255,0.7995556407916745,833.3333333333333
25,1,1,245.0,5.0,0.5,0.20002706112262428,0.7999729388773757,833.3333333333333
